incident_num,name,location,apt_lot,date_time,lat,lng
2012198922,SUSPICIOUS INCIDENT,504 BOURN AV-CO,,2012-10-17 04:17:00,,
2012198921,CHECK OPEN BUSINESS,3300 FALLING LEAF LN-CO,,2012-10-17 04:14:27,38.913610,-92.295060
2012198920,TRAFFIC STOP,TENTH ST S-CO/LOCUST ST-CO,,2012-10-17 04:07:41,38.9495,-92.3266
2012198919,SUSPICIOUS PERSON,200 BLK PROVIDENCE WALKWAY-CO,,2012-10-17 04:05:29,38.9558,-92.3348
2012198918,CHECK OPEN BUSINESS,555 LOCUST ST-CO,,2012-10-17 03:59:57,38.949269,-92.331335
2012198914,LARCENY,300 BLK HITT ST-CO,,2012-10-17 03:46:01,38.948085,-92.325582
2012198911,TRAFFIC STOP,BROADWAY E-CO/FIRST ST N-CO,,2012-10-17 03:43:40,38.9517,-92.3363
2012198906,TRAFFIC STOP,BEARFIELD RD-CO/NIFONG BLVD E-CO,,2012-10-17 03:40:09,38.9074,-92.3041
2012198903,DISTURBANCE,2500 ANDY DR-CO,,2012-10-17 03:29:38,38.976320,-92.304990
2012198899,TRAFFIC STOP,UNIVERSITY AV-CO/WILLIAM ST S-CO,,2012-10-17 03:22:11,38.9464,-92.3172
2012198896,SUSPICIOUS VEHICLE,3662 SCOTT BLVD S-BC,,2012-10-17 03:10:00,38.915674,-92.399364
2012198900,ACCIDENT,SILVEY ST-CO/I70 DR SOUTHWEST-CO,,2012-10-17 03:08:53,38.9671,-92.3896
2012198895,SUSPICIOUS VEHICLE,3662 SCOTT BLVD S-BC,,2012-10-17 03:08:01,38.915674,-92.399364
2012198897,VANDALISM,1504 DORIS DR-CO,A,2012-10-17 03:06:29,38.968170,-92.349960
2012198893,SUSPICIOUS VEHICLE,REAR COATS-CO/FAIRVIEW AV-CO,,2012-10-17 03:00:20,38.9614,-92.327
2012198890,CHECK SUBJECT,400 PROVIDENCE RD N-CO,,2012-10-17 02:58:22,38.956330,-92.333560
2012198889,CHECK SUBJECT,4105 VAWTER SCHOOL RD W-CO,,2012-10-17 02:55:03,38.913020,-92.398260
2012198887,SUSPICIOUS VEHICLE,3206 DOVE DR-CO,,2012-10-17 02:54:45,38.983930,-92.334920
2012198886,ASSIST OFFICER,CITY,,2012-10-17 02:54:20,38.9525,-92.3305
2012198885,TRAFFIC STOP,SYLVAN LN-CO/EASTWOOD DR-CO,,2012-10-17 02:53:28,38.9653,-92.3013
2012198884,TRAFFIC STOP,BUTTONWOOD DR-CO/NIFONG BLVD E-CO,,2012-10-17 02:52:58,38.9098,-92.3306
2012198888,SUSPICIOUS PERSON,RANGE LINE ST-CO/VANDIVER DR-CO,,2012-10-17 02:52:04,38.971,-92.3257
2012198881,TRAFFIC STOP,WORLEY ST E-CO/LASALLE PL-CO,,2012-10-17 02:50:24,38.9577,-92.3364
2012198879,BICYCLE STOP,ORR ST-CO/WALNUT ST E-CO,,2012-10-17 02:48:54,38.9525,-92.3251
2012198877,LAW ALARM,505 NIFONG BLVD E-CO,112,2012-10-17 02:43:39,38.910780,-92.331830
2012198876,DISTURBANCE,2102 PARIS RD-CO,,2012-10-17 02:42:02,38.968340,-92.306480
2012198875,SPECIAL ASSIGNMENT,SNOWY OWL DR-CO/ARCTIC WOLF CT-CO,,2012-10-17 02:41:43,38.9927,-92.3337
2012198874,911 CHECKS,1420 UNIVERSITY AV-CO,A,2012-10-17 02:37:19,38.946090,-92.318540
2012198873,TRESPASS SUBJECT,2300 BERNADETTE DR-CO,,2012-10-17 02:32:41,38.963470,-92.375020
2012198871,CHECK OPEN BUSINESS,7 SIXTH ST N-CO,A,2012-10-17 02:30:34,38.952040,-92.331000
2012198870,CHECK OPEN BUSINESS,515 BROADWAY E-CO,,2012-10-17 02:27:27,38.951830,-92.331180
2012198869,MISCELLANEOUS SERVICE,600 WALNUT ST E-CO,,2012-10-17 02:27:08,38.952480,-92.330470
2012198868,911 CHECKS,915 PORT WY-CO,,2012-10-17 02:24:34,38.958130,-92.252540
2012198866,TRAFFIC STOP,500 NOBLE CT-CO,,2012-10-17 02:24:20,,
2012198862,DISTURBANCE,219 MCBAINE AV-CO,,2012-10-17 02:16:31,38.955700,-92.342660
2012198867,SOLICITOR,4821 CLARK LN-CO,203,2012-10-17 02:14:00,38.966100,-92.262740
2012198857,TRAFFIC STOP,SIXTH ST N-CO/BROADWAY E-CO,,2012-10-17 02:12:22,38.9516,-92.3308
2012198851,CHECK SUBJECT,1718 PROVIDENCE RD N-CO,117,2012-10-17 01:59:20,38.971450,-92.332890
2012198852,DISTURBANCE,2904 RANGE LINE ST-CO,75,2012-10-17 01:57:36,38.980370,-92.323870
2012198859,CHECK SUBJECT,1601 RANGE LINE ST-CO,,2012-10-17 01:54:22,38.967760,-92.325940
2012198849,CHILD ABUSE,1718 PROVIDENCE RD N-CO,248,2012-10-17 01:49:21,38.971450,-92.332890
2012198845,DISTURBANCE,2811 BLUE RIDGE RD-CO,,2012-10-17 01:41:11,38.985700,-92.295950
2012198843,TRAFFIC STOP,SIXTH ST N-CO/BROADWAY E-CO,,2012-10-17 01:38:35,38.9516,-92.3308
2012198844,PEACE DISTURBANCE,2609 EASTWOOD DR-CO,135,2012-10-17 01:37:49,38.964990,-92.298530
2012198842,BURGLARY,605 HEIDMAN RD-CO,,2012-10-17 01:35:26,38.961160,-92.357040
2012198839,TRAFFIC STOP,SILVER LEAF CT-CO/SWEETWATER DR-CO,,2012-10-17 01:27:57,38.9055,-92.3051
2012198834,TRAFFIC STOP,WALLABY WY-CO/JACKAL DR-CO,,2012-10-17 01:22:44,38.9932,-92.3407
2012198831,TRAFFIC STOP,SEVENTH ST N-CO/BUSINESS LOOP 70 E-CO,,2012-10-17 01:19:03,38.9641,-92.3293
2012198828,PEACE DISTURBANCE,308 DADS WY-CO,,2012-10-17 01:09:05,38.894270,-92.344120
2012198827,LARCENY,2902 FORUM BLVD-CO,100,2012-10-17 01:08:38,38.921450,-92.362576
2012198822,TRAFFIC STOP,RANGE LINE ST-CO/VANDIVER DR-CO,,2012-10-17 01:08:16,38.971,-92.3257
2012198826,HARASSMENT,2001 HOLLY AV-CO,101,2012-10-17 01:05:51,38.977310,-92.307220
2012198825,CIVIL MATTER,11 SWITZLER ST-CO,,2012-10-17 01:03:26,38.956810,-92.337700
2012198819,TRAFFIC STOP,PROVIDENCE RD N-CO/THIRD AV-CO,,2012-10-17 01:02:52,38.9621,-92.334
2012198818,CHECK BUILDING,31 NORTH CEDAR LAKE DR W-CO,205,2012-10-17 00:55:57,38.897750,-92.343090
2012198817,LAW ALARM,1111 PROVIDENCE RD N-CO,,2012-10-17 00:54:05,38.963660,-92.334420
2012198816,911 CHECKS,3205 CRABAPPLE LN-CO,,2012-10-17 00:48:40,38.893840,-92.385910
2012198811,DISTURBANCE,2405 KATY LN-CO,,2012-10-17 00:46:02,38.928410,-92.376090
2012198808,SUSPICIOUS VEHICLE,EDISON ST-CO/BUSINESS LOOP 70 E-CO,,2012-10-17 00:37:58,38.964,-92.3183
2012198806,TRAFFIC STOP,NEBRASKA AV-CO/PROVIDENCE RD N-CO,,2012-10-17 00:35:46,38.9664,-92.3338
2012198804,TRAFFIC STOP,FORUM BLVD-CO/NIFONG BLVD W-CO,,2012-10-17 00:33:52,38.9087,-92.354
2012198801,TRAFFIC STOP,BEAR CREEK DR-CO/SONDRA AV-CO,,2012-10-17 00:32:20,38.9712,-92.3412
2012198799,SUSPICIOUS PERSON,2808 JACOBS PL-CO,1B,2012-10-17 00:21:14,38.945430,-92.295250
2012198796,TRAFFIC STOP,FORUM BLVD-CO/SOUTHAMPTON DR W-CO,,2012-10-17 00:20:54,38.9013,-92.3558
2012198794,DISTURBANCE,1805 RIDGEMONT-CO,,2012-10-17 00:14:44,38.937780,-92.365720
2012198792,TRAFFIC STOP,FORUM BLVD-CO/NIFONG BLVD W-CO,,2012-10-17 00:11:57,38.9087,-92.354
2012198791,LARCENY,1302 RALEIGH DR-CO,,2012-10-17 00:07:40,39.000830,-92.319560
2012198790,ACCIDENT,3508 CREASY SPRINGS RD N-BC,,2012-10-17 00:07:17,,
2012198789,TRAFFIC STOP,NIFONG BLVD W-CO/FORUM BLVD-CO,,2012-10-17 00:03:11,38.9087,-92.354
2012198788,KEEP THE PEACE,1403 WILKES BLVD-CO,,2012-10-17 00:02:38,38.959920,-92.318890
2012198785,LAW ALARM,5601 PARIS RD-CO,,2012-10-16 23:57:33,39.010860,-92.274230
2012198784,TRAFFIC STOP,FORUM BLVD-CO/NIFONG BLVD W-CO,,2012-10-16 23:57:21,38.9087,-92.354
2012198787,C&I; DRIVING,3704 LANSING AV-CO,,2012-10-16 23:56:09,38.954410,-92.281140
2012198776,911 CHECKS,3401 SQUIRREL DR-CO,,2012-10-16 23:46:03,38.985560,-92.336310
2012198775,TRAFFIC STOP,OAKLAND GRAVEL RD-CO/SMILEY LN-CO,,2012-10-16 23:44:19,38.9928,-92.3023
2012198772,RECOVER PROPERTY,5508 IRMA DR-CO,,2012-10-16 23:42:48,38.974550,-92.251660
2012198770,CHECK SUBJECT,ST CHARLES RD E-BC/I70 E-BC,,2012-10-16 23:39:20,38.96,-92.2532
2012198769,LAW ALARM,1900 SCOTT BLVD-CO,,2012-10-16 23:34:57,38.934000,-92.399010
2012198766,DISTURBANCE,900 RANGE LINE ST-CO,,2012-10-16 23:30:38,38.960170,-92.324590
2012198762,TRAFFIC STOP,I70 E-CO/ST CHARLES RD E-CO,,2012-10-16 23:20:02,38.96,-92.2532
2012198764,TRESPASS VEHICLE,606 ROLLINS ST-CO,,2012-10-16 23:15:37,38.942200,-92.330430
2012198759,C&I; DRIVING,218 OLD HIGHWAY 63 N-CO,,2012-10-16 23:14:26,38.954610,-92.310850
2012198755,CHECK OPEN BUSINESS,3211 CLARK LN-CO,,2012-10-16 23:07:05,38.964430,-92.290030
2012198754,LARCENY,2205 STADIUM BLVD N-CO,,2012-10-16 23:02:19,38.978080,-92.371080
2012198752,TRAFFIC STOP,ROGERS ST-CO/FIFTH ST N-CO,,2012-10-16 23:01:37,38.9569,-92.3317
2012198750,TRAFFIC STOP,I70 E-CO/HIGHWAY 63 CONNECTOR NB-CO,,2012-10-16 22:56:03,38.9617,-92.2921
2012198749,ACCIDENT,BUSINESS LOOP 70 W-CO/I70 W-CO,,2012-10-16 22:50:34,38.9665,-92.3517
2012198748,CHECK SUBJECT,2901 MEXICO GRAVEL RD-CO,C,2012-10-16 22:47:57,38.978440,-92.293870
2012198751,ACCIDENT,1301 OLD HIGHWAY 63 S-CO,LOT,2012-10-16 22:46:46,38.933180,-92.311820
2012198745,TRAFFIC STOP,EIGHTH ST S-CO/ELM ST-CO,,2012-10-16 22:45:04,38.9485,-92.3287
2012198741,ACCIDENT,PROVIDENCE RD N-CO/WORLEY ST E-CO,,2012-10-16 22:41:03,38.9574,-92.3342
2012198744,C&I; DRIVING,4 BUSINESS LOOP 70 E-CO,,2012-10-16 22:40:28,38.964880,-92.338000
2012198743,ACCIDENT,126 PROVIDENCE RD S-CO,,2012-10-16 22:35:59,38.949910,-92.333780
2012198738,FOOT PATROL,1615 BUSINESS LOOP 70 W-CO,,2012-10-16 22:34:50,38.972450,-92.362670
2012198736,SPECIAL ASSIGNMENT,200 PROVIDENCE RD N-CO,,2012-10-16 22:33:09,38.954100,-92.333750
2012198726,CHECK SUBJECT,100 BROADWAY W-CO,,2012-10-16 22:23:35,38.951080,-92.339830
2012198729,ASSIST MEDICS,100 BROADWAY W-CO,,2012-10-16 22:22:43,38.951080,-92.339830
2012198735,ACCIDENT,1000 CLUB VILLAGE DR-CO,,2012-10-16 22:21:44,38.909460,-92.354640
2012198722,FOOT PATROL,1615 BUSINESS LOOP 70 W-CO,,2012-10-16 22:16:52,38.972450,-92.362670
2012198723,WARRANT,600 TARA LN-CO,,2012-10-16 22:10:40,,
2012198715,TRAFFIC STOP,WILKES BLVD-CO/PANNELL ST-CO,,2012-10-16 22:09:02,38.9601,-92.3241
2012198717,911 CHECKS,1910 WAVERLY CT-CO,,2012-10-16 22:08:48,38.908800,-92.310310
2012198733,ACCIDENT,126 PROVIDENCE RD S-CO,,2012-10-16 22:07:39,38.949910,-92.333780
2012198713,TRAFFIC STOP,VANDIVER DR-CO/SYLVAN LN-CO,,2012-10-16 22:06:25,38.973,-92.3012
2012198709,911 CHECKS,2116 ARLENE DR-CO,,2012-10-16 21:55:29,38.931890,-92.400100
2012198707,ACCIDENT,JOHN GARRY DR-CO/NORTH CEDAR LAKE DR E-CO,,2012-10-16 21:53:20,38.8965,-92.3414
2012198705,CHECK SUBJECT,3700 BLK MONTEREY DR-CO,,2012-10-16 21:51:33,38.910565,-92.33887
2012198700,SPECIAL ASSIGNMENT,2001 BROADWAY E-CO,1,2012-10-16 21:44:23,38.950140,-92.308100
2012198696,TRAFFIC OBSERVATION,2400 SHAMROCK DR-CO,,2012-10-16 21:38:47,,
2012198690,MISCELLANEOUS SERVICE,600 WALNUT ST E-CO,,2012-10-16 21:35:27,38.952480,-92.330470
2012198689,TRAFFIC STOP,RANGE LINE ST-CO/ELLETA BLVD-CO,,2012-10-16 21:35:06,38.9747,-92.3265
2012198695,FRAUD,603 MIKEL ST-CO,,2012-10-16 21:34:53,38.963910,-92.346280
2012198687,SPECIAL ASSIGNMENT,2300 WALNUT ST E-CO,,2012-10-16 21:29:36,38.952240,-92.304190
2012198686,SUSPICIOUS PERSON,1910 WORLEY ST W-CO,,2012-10-16 21:20:38,38.959540,-92.368090
2012198679,TRAFFIC STOP,1900 BUSINESS LOOP 70 E-CO,,2012-10-16 21:20:16,38.962910,-92.309450
2012198675,TRAFFIC STOP,506 NICHOLS ST-CO,,2012-10-16 21:18:49,38.956730,-92.323150
2012198683,ASSIST MEDICS,EL CORTEZ DR E-CO/BALBOA LN-CO,,2012-10-16 21:17:18,38.9139,-92.3361
2012198678,911 CHECKS,2301 WORLEY ST W-CO,,2012-10-16 21:16:29,38.962900,-92.376090
2012198666,CHECK SUBJECT,114 NINTH ST N-CO,,2012-10-16 21:10:34,38.952870,-92.327250
2012198673,ACCIDENT,PROVIDENCE RD N-CO/BUSINESS LOOP 70 E-CO,,2012-10-16 21:08:20,38.9647,-92.3339
2012198661,ACCIDENT,3400 BLK CLARK LN-CO,,2012-10-16 20:52:49,38.9639,-92.2868
2012198660,TRAFFIC STOP,BLUE RIDGE RD-CO/NORTHLAND DR-CO,,2012-10-16 20:52:35,38.9827,-92.3227
2012198658,MISCELLANEOUS SERVICE,701 BROADWAY E-CO,,2012-10-16 20:51:53,38.951800,-92.329360
2012198663,SOLICITOR,2200 ASH ST W-CO,101,2012-10-16 20:51:27,38.957200,-92.372030
2012198657,CHECK TRAFFIC LIGHTS,PROVIDENCE RD N-CO/BROADWAY E-CO,,2012-10-16 20:43:51,38.9517,-92.3341
2012198651,CHECK SUBJECT,600 BLK HUNT AV-CO,,2012-10-16 20:40:10,38.9615,-92.3605
2012198648,C&I; DRIVING,PROVIDENCE RD S-CO/SOUTHAMPTON DR E-CO,,2012-10-16 20:32:14,38.8996,-92.3351
2012198643,TRAFFIC STOP,4202 DERBY RIDGE DR-CO,,2012-10-16 20:27:58,38.993360,-92.317070
2012198644,FRAUD,CITY,,2012-10-16 20:26:15,38.9525,-92.3305
2012198636,TRAFFIC STOP,NORTH CEDAR LAKE DR W-CO/APPLE TREE LN-CO,,2012-10-16 20:15:44,38.8985,-92.35
2012198637,LAW ALARM,2012 CHAPEL RIDGE RD-CO,,2012-10-16 20:15:15,38.931020,-92.385690
2012198633,TRAFFIC STOP,SMILEY LN-CO/SADDLEBROOK PL-CO,,2012-10-16 20:14:52,38.993,-92.3202
2012198628,TRAFFIC STOP,NORTH CEDAR LAKE DR W-CO/APPLE TREE LN-CO,,2012-10-16 20:12:12,38.8985,-92.35
2012198625,TRAFFIC STOP,700 BLK FAY ST-CO,,2012-10-16 20:09:47,38.9589,-92.3229
2012198632,SUSPICIOUS INCIDENT,1605 WINDSOR ST-CO,1,2012-10-16 20:05:34,38.954050,-92.316290
2012198623,911 CHECKS,5006 CHESAPEAKE LN-CO,,2012-10-16 20:05:16,39.003990,-92.315360
2012198620,PARKING VIOLATION,1311 BOUCHELLE AV-CO,,2012-10-16 20:03:52,38.943110,-92.320920
2012198627,CHECK SUBJECT,BUSINESS LOOP 70 E-CO/RANGE LINE ST-CO,,2012-10-16 20:01:59,38.964,-92.3247
2012198616,CHECK SUBJECT,EIGHTH ST S-CO/CHERRY ST-CO,,2012-10-16 19:59:29,38.9505,-92.3286
2012198614,TRAFFIC OBSERVATION,NORTH CEDAR LAKE DR W-CO/CEDAR LAKE CT-CO,,2012-10-16 19:57:17,38.8986,-92.3519
2012198612,911 CHECKS,111 PARKADE BLVD-CO,,2012-10-16 19:52:50,38.974560,-92.339430
2012198609,TRAFFIC STOP,EIGHTH ST N-CO/WILKES BLVD-CO,,2012-10-16 19:52:32,38.9602,-92.3267
2012198607,LOCKOUT,500 WALNUT ST E-CO,,2012-10-16 19:51:16,38.952240,-92.331580
2012198605,SPECIAL ASSIGNMENT,401 CLINKSCALES RD-CO,,2012-10-16 19:46:32,38.959570,-92.362770
2012198606,CHECK BUILDING,1631 BOLD RULER CT-CO,,2012-10-16 19:45:27,39.000270,-92.313570
2012198654,LARCENY,1208 GARTH AV N-CO,,2012-10-16 19:34:45,38.964600,-92.338240
2012198601,TRAFFIC STOP,705 BUSINESS LOOP 70 W-CO,,2012-10-16 19:34:31,38.967240,-92.347950
2012198611,ACCIDENT,2601 BROADWAY E-CO,,2012-10-16 19:33:36,38.947370,-92.298820
2012198602,CHECK SUBJECT,1100 SEVENTH ST N-CO,B,2012-10-16 19:32:25,38.963020,-92.328970
2012198597,911 CHECKS,2520 BROADWAY BLUFFS DR-CO,,2012-10-16 19:30:15,38.947650,-92.300420
2012198599,TRESPASS VEHICLE,10 GARTH AV N-CO,L,2012-10-16 19:24:53,38.952320,-92.338470
2012198596,911 CHECKS,1529 CAPEN PARK DR-CO,,2012-10-16 19:23:54,,
2012198588,FOOT PATROL,ST JOSEPH ST-CO/ASH ST E-CO,,2012-10-16 19:21:43,38.9537,-92.3228
2012198585,FOOT PATROL,114 NINTH ST N-CO,,2012-10-16 19:18:57,38.952870,-92.327250
2012198586,C&I; DRIVING,ASH ST W-CO/STADIUM BLVD N-CO,,2012-10-16 19:16:39,38.9576,-92.3714
2012198582,SPECIAL ASSIGNMENT,4200 BETHEL ST-CO,,2012-10-16 19:15:45,38.905160,-92.343360
2012198583,911 CHECKS,1731 BROADWAY E-CO,,2012-10-16 19:12:59,,
2012198576,LARCENY,820 BROADWAY E-CO,,2012-10-16 19:08:27,38.951340,-92.327710
2012198604,ASSIST OFFICER,1101 EIGHTH ST N-CO,,2012-10-16 19:07:42,38.962260,-92.326290
2012198600,SHOPLIFTING,1001 PROVIDENCE RD N-CO,,2012-10-16 19:04:31,38.962276,-92.333958
2012198575,911 CHECKS,1520 BODIE DR-CO,,2012-10-16 19:02:48,39.006800,-92.315600
2012198564,TRAFFIC STOP,LILLIAN DR-CO/BALLENGER LN-CO,,2012-10-16 18:55:07,38.9686,-92.2655
2012198566,SHOTS FIRED,801 ANN ST N-CO,7,2012-10-16 18:54:40,38.959840,-92.314730
2012198562,TRAFFIC STOP,WALNUT ST E-CO/PROVIDENCE RD N-CO,,2012-10-16 18:53:11,38.9527,-92.3341
2012198565,ACCIDENT,BROWN STATION RD-CO/PARIS RD-CO,,2012-10-16 18:52:47,39.0177,-92.2736
2012198554,TRAFFIC STOP,OLD HIGHWAY 63 S-CO/BROADWAY E-CO,,2012-10-16 18:37:54,38.9494,-92.3105
2012198571,LARCENY,3030 I70 DR SOUTHEAST-CO,,2012-10-16 18:30:17,38.960150,-92.290660
2012198548,TRAFFIC OBSERVATION,WINDSOR ST-CO/COLLEGE AV N-CO,,2012-10-16 18:27:21,38.9539,-92.3217
2012198557,VANDALISM,4114 HIDDEN CREEK CT-CO,,2012-10-16 18:23:12,,
2012198546,CIVIL MATTER,309 MANOR DR-CO,,2012-10-16 18:23:02,38.949300,-92.363160
2012198538,SPECIAL ASSIGNMENT,CITY,,2012-10-16 18:17:21,38.9525,-92.3305
2012198536,ASSIST OFFICER,I70 E-CO/PROVIDENCE RD N-CO,,2012-10-16 18:15:40,38.968100,-92.334100
2012198541,LARCENY,BELLWOOD SUBDIVISION,,2012-10-16 18:13:58,38.9607,-92.4018
2012198532,TRAFFIC STOP,HIGHWAY 63 CONNECTOR NB-CO/CLARK LN-CO,,2012-10-16 18:10:12,38.9636,-92.2918
2012198535,HARASSMENT,4410 BROWN STATION RD-CO,23,2012-10-16 18:07:49,38.996270,-92.285490
2012198527,SPECIAL ASSIGNMENT,600 WALNUT ST E-CO,,2012-10-16 18:06:18,38.952480,-92.330470
2012198526,FRAUD,600 WALNUT ST E-CO,,2012-10-16 18:05:59,38.952480,-92.330470
2012198525,MISCELLANEOUS SERVICE,1313 LAKEVIEW AV-CO,,2012-10-16 18:05:19,38.965610,-92.319930
2012198519,RUNAWAY,4515 RICE RD-CO,,2012-10-16 17:53:30,38.973410,-92.268630
2012198516,TRAFFIC HAZARD,1800 BLK PARIS RD-CO,,2012-10-16 17:51:55,38.9653,-92.3102
2012198511,PARKING VIOLATION,MELBOURNE ST-CO/PRATT ST-CO,,2012-10-16 17:50:52,38.953,-92.32
2012198540,OTHER OFFENSE,WINDSOR ST-CO/COLLEGE AV N-CO,,2012-10-16 17:49:56,38.9539,-92.3217
2012198509,911 CHECKS,203 PENDLETON ST-CO,,2012-10-16 17:43:53,38.957150,-92.335080
2012198507,911 CHECKS,2012 ASH ST W-CO,K24,2012-10-16 17:40:46,38.955250,-92.369490
2012198508,ACCIDENT,3300 FALLING LEAF LN-CO,,2012-10-16 17:36:17,38.913610,-92.295060
2012198504,911 CHECKS,3405 OAKLAND PL-CO,,2012-10-16 17:35:39,38.984740,-92.304780
2012198523,FRAUD,4901 ALPINE RIDGE DR-CO,,2012-10-16 17:35:36,39.002760,-92.334960
2012198502,ACCIDENT,4406 BROWN STATION RD-CO,,2012-10-16 17:32:33,38.995630,-92.288890
2012198500,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-16 17:30:06,38.9348,-92.3366
2012198501,SUSPICIOUS INCIDENT,208 WILLIAM ST N-CO,,2012-10-16 17:29:23,38.954640,-92.316460
2012198534,CHILD ABUSE,3613 TOPANGA DR-CO,,2012-10-16 17:29:06,38.986930,-92.321790
2012198497,FOOT PATROL,101 FOURTH ST S-CO,,2012-10-16 17:28:18,38.950130,-92.333390
2012198505,ACCIDENT,BROADWAY E-CO/PROVIDENCE RD N-CO,,2012-10-16 17:27:37,38.9517,-92.3341
2012198494,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-16 17:16:03,38.9348,-92.3366
2012198491,TRAFFIC STOP,VANDIVER DR-CO/BASS PRO DR-CO,,2012-10-16 17:12:24,38.9768,-92.2843
2012198488,CHECK OPEN BUSINESS,1015 WALNUT ST E-CO,,2012-10-16 17:07:55,,
2012198490,DEATH INVESTIGATION,803 HARDIN ST-CO,,2012-10-16 17:07:07,38.962160,-92.351480
2012198486,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-16 17:06:35,38.9348,-92.3366
2012198496,LARCENY,1408 RICHARDSON ST-CO,101,2012-10-16 17:05:17,38.954800,-92.318870
2012198483,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-16 17:03:37,38.9348,-92.3366
2012198481,CHECK OPEN BUSINESS,3211 CLARK LN-CO,,2012-10-16 17:02:46,38.964430,-92.290030
2012198484,FRAUD,3215 CLARK LN-CO,A,2012-10-16 16:58:29,38.966230,-92.289540
2012198480,ACCIDENT,415 CONLEY RD-CO,3,2012-10-16 16:57:19,38.954950,-92.296690
2012198477,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-16 16:56:20,38.9348,-92.3366
2012198478,LAW ALARM,2405 BLUE RIDGE RD-CO,,2012-10-16 16:55:24,38.985690,-92.301940
2012198522,HARASSMENT,1411 WESTWIND DR-CO,,2012-10-16 16:54:53,38.971450,-92.385870
2012198493,MISSING VEHICLE,612 FOURTH ST S-CO,G,2012-10-16 16:54:38,38.944050,-92.333550
2012198521,ACCIDENT,HIGHWAY 763 N-CO/BROWN SCHOOL RD E-CO,,2012-10-16 16:52:19,39.0008,-92.3235
2012198476,STALLED VEHICLE,OLD HIGHWAY 63 S-CO/STADIUM BLVD E-CO,,2012-10-16 16:51:42,38.9321,-92.3115
2012198469,LAW ALARM,1900 FAIR LN-CO,,2012-10-16 16:40:27,38.971390,-92.270000
2012198470,SUSPICIOUS INCIDENT,1500 VANDIVER DR-CO,103,2012-10-16 16:38:01,38.970220,-92.315920
2012198475,911 CHECKS,606 SEVENTH ST N-CO,A,2012-10-16 16:35:21,38.958310,-92.329200
2012198467,ABANDONED  VEHICLE,SCHUYLER CT-CO/GASCONADE DR-CO,,2012-10-16 16:35:01,38.9708,-92.2574
2012198479,LARCENY,2004 WORLEY ST W-CO,,2012-10-16 16:33:15,38.960710,-92.369730
2012198464,LAW ALARM,3210 GAZELLE DR-CO,,2012-10-16 16:29:14,38.984790,-92.337210
2012198465,911 CHECKS,3001 BROADWAY W-CO,,2012-10-16 16:28:53,38.956960,-92.382470
2012198466,ABANDONED  VEHICLE,3804 SANTIAGO DR-CO,A,2012-10-16 16:28:26,38.908070,-92.341510
2012198463,911 CHECKS,3340 VANDIVER DR-CO,,2012-10-16 16:27:21,38.975620,-92.287380
2012198461,HARASSMENT,405 SEXTON RD W-CO,,2012-10-16 16:25:21,38.961740,-92.343650
2012198462,TRESPASS SUBJECT,821 WALNUT ST E-CO,,2012-10-16 16:24:24,38.952720,-92.327720
2012198459,LIQUOR LAW VIOLATION,401 CLINKSCALES RD-CO,,2012-10-16 16:23:59,38.959570,-92.362770
2012198454,PARKING VIOLATION,ST JOSEPH ST-CO/PARK AV-CO,,2012-10-16 16:22:22,38.9558,-92.3228
2012198456,911 CHECKS,1501 TYPHOON CT-CO,,2012-10-16 16:20:46,38.996560,-92.316560
2012198452,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-16 16:20:21,38.9348,-92.3366
2012198449,PARKING VIOLATION,ASH ST E-CO/COLLEGE AV N-CO,,2012-10-16 16:16:37,38.9537,-92.3217
2012198448,CHECK OPEN BUSINESS,111 ORR ST-CO,,2012-10-16 16:16:26,38.952980,-92.325140
2012198445,SPECIAL ASSIGNMENT,CITY,,2012-10-16 16:12:36,38.9525,-92.3305
2012198444,CHECK SUBJECT,114 NINTH ST N-CO,,2012-10-16 16:12:04,38.952870,-92.327250
2012198443,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-16 16:11:38,38.9348,-92.3366
2012198442,PARKING VIOLATION,BOUCHELLE AV-CO/COLLEGE AV S-CO,,2012-10-16 16:08:19,38.943,-92.3221
2012198458,CIVIL MATTER,2112 BUSINESS LOOP 70 E-CO,,2012-10-16 16:08:18,38.963460,-92.306140
2012198450,CHECK OPEN BUSINESS,1300 FELLOWS PL-CO,,2012-10-16 16:07:30,38.933730,-92.324100
2012198447,SUSPICIOUS VEHICLE,2000 BERNADETTE DR-CO,,2012-10-16 16:06:03,38.964800,-92.369690
2012198441,C&I; DRIVING,HIGHWAY 63 S NB-CO/HIGHWAY AC-CO,,2012-10-16 16:02:02,38.9129,-92.2935
2012198436,TRAFFIC STOP,ROGERS ST-CO/NICHOLS ST-CO,,2012-10-16 16:00:16,38.9563,-92.3236
